-11.0,121.0,-44.0,-77.0,127.0,-38.0,-17.0,54.0,125.0,-281.0,-31.0,-70.0,-63.0,223.0,-130.0,-11.0,-181.0,8.0,34.0,6.0,-37.0,-51.0,87.0,-53.0,53.0
-930.0,-847.0,280.0,-892.0,-850.0,232.0,164.0,27.0,315.0,388.0,-74.0,-1069.0,105.0,331.0,326.0,131.0,371.0,-662.0,151.0,303.0,293.0,129.0,-1006.0,63.0,334.0
-106.0,29.0,-62.0,-71.0,-75.0,-94.0,57.0,-82.0,-36.0,-77.0,9.0,-105.0,-48.0,-37.0,7.0,-42.0,-77.0,-37.0,-44.0,-53.0,-85.0,-36.0,-13.0,80.0,-34.0
-88.0,-68.0,-64.0,-37.0,-68.0,-79.0,-82.0,-69.0,-95.0,-61.0,-83.0,-53.0,-69.0,-92.0,-69.0,-74.0,-66.0,-66.0,-69.0,-58.0,-80.0,-65.0,-54.0,-38.0,-89.0
-17.0,-27.0,57.0,5.0,-21.0,-59.0,4.0,38.0,-48.0,23.0,-44.0,-34.0,14.0,-102.0,-19.0,15.0,10.0,54.0,37.0,-14.0,-45.0,-73.0,-32.0,11.0,41.0
-26.0,29.0,-33.0,23.0,66.0,66.0,-12.0,-4.0,19.0,-61.0,71.0,-31.0,0.0,16.0,20.0,9.0,4.0,-81.0,-20.0,92.0,82.0,-55.0,32.0,-61.0,42.0
58.0,112.0,-66.0,-3.0,-71.0,0.0,-125.0,94.0,129.0,-39.0,36.0,-69.0,-77.0,111.0,-57.0,-117.0,-25.0,-47.0,40.0,98.0,-50.0,128.0,8.0,74.0,42.0
-8.0,-71.0,-59.0,-29.0,-19.0,-17.0,-79.0,-20.0,-17.0,-12.0,-22.0,11.0,-111.0,-11.0,-24.0,-102.0,-12.0,-3.0,-15.0,23.0,6.0,-39.0,-49.0,-106.0,-19.0
-170.0,113.0,63.0,-98.0,70.0,-92.0,-400.0,74.0,-167.0,33.0,-236.0,39.0,73.0,-191.0,-10.0,-152.0,56.0,-45.0,151.0,106.0,-2.0,-40.0,92.0,85.0,123.0
17.0,30.0,6.0,52.0,-24.0,41.0,49.0,39.0,-8.0,-44.0,48.0,-7.0,66.0,3.0,-8.0,72.0,-5.0,-21.0,25.0,-26.0,-9.0,-11.0,3.0,28.0,-16.0
-6.0,-14.0,-39.0,-32.0,-50.0,30.0,-38.0,25.0,-29.0,-30.0,-134.0,-28.0,16.0,28.0,25.0,-8.0,-77.0,-43.0,3.0,-64.0,-69.0,-49.0,20.0,-66.0,-39.0
-255.0,27.0,25.0,537.0,167.0,-140.0,423.0,683.0,-369.0,-51.0,267.0,410.0,366.0,-315.0,12.0,408.0,-166.0,-148.0,-202.0,-232.0,233.0,103.0,305.0,-154.0,-225.0
-9.0,-49.0,32.0,-79.0,-46.0,-29.0,-56.0,-40.0,-65.0,-13.0,-95.0,-37.0,-30.0,-32.0,-239.0,-51.0,23.0,-65.0,-106.0,-211.0,-174.0,-44.0,-52.0,13.0,-5.0
31.0,-84.0,-65.0,-100.0,27.0,-35.0,-88.0,-5.0,-31.0,-85.0,44.0,-73.0,63.0,-17.0,37.0,41.0,-71.0,-50.0,3.0,-54.0,-163.0,68.0,-64.0,60.0,-28.0
-17.0,-104.0,-21.0,-70.0,-11.0,7.0,32.0,-55.0,3.0,-32.0,-47.0,-9.0,21.0,-1.0,-49.0,25.0,-37.0,-27.0,-86.0,-22.0,-38.0,20.0,-101.0,-13.0,-99.0
-79.0,54.0,-62.0,79.0,-61.0,-90.0,-49.0,7.0,-105.0,-64.0,65.0,-40.0,-58.0,-118.0,7.0,-64.0,-56.0,38.0,-2.0,62.0,41.0,37.0,67.0,-21.0,-14.0
25.0,15.0,78.0,29.0,62.0,50.0,43.0,-7.0,43.0,52.0,13.0,19.0,48.0,42.0,26.0,47.0,44.0,2.0,46.0,-3.0,-8.0,49.0,21.0,69.0,49.0
11.0,-24.0,27.0,20.0,-43.0,-40.0,34.0,22.0,-30.0,-68.0,29.0,16.0,28.0,-10.0,-39.0,27.0,-57.0,40.0,11.0,-97.0,-28.0,3.0,-14.0,10.0,-28.0
-29.0,49.0,9.0,2.0,39.0,-3.0,43.0,25.0,20.0,19.0,-20.0,-34.0,27.0,7.0,4.0,40.0,-73.0,29.0,47.0,-43.0,-59.0,-13.0,71.0,54.0,-91.0
-232.0,-68.0,-30.0,-47.0,72.0,80.0,3.0,-4.0,102.0,37.0,-27.0,-30.0,17.0,76.0,41.0,11.0,43.0,-148.0,32.0,-153.0,-236.0,36.0,-68.0,-47.0,39.0
37.0,342.0,-997.0,229.0,-947.0,435.0,415.0,706.0,641.0,353.0,86.0,-1141.0,366.0,541.0,409.0,385.0,401.0,286.0,732.0,173.0,-1139.0,763.0,315.0,-26.0,467.0
-25.0,-35.0,36.0,-69.0,-18.0,-23.0,-81.0,-4.0,-40.0,-52.0,-57.0,-3.0,-86.0,-28.0,-57.0,-103.0,-52.0,-12.0,24.0,-27.0,-11.0,-3.0,-52.0,-7.0,-37.0
-6.0,-15.0,50.0,-18.0,67.0,179.0,-231.0,-191.0,70.0,50.0,-16.0,-361.0,-79.0,-45.0,-13.0,-121.0,50.0,-92.0,63.0,-33.0,-32.0,-486.0,-12.0,52.0,72.0
39.0,-265.0,58.0,155.0,124.0,141.0,-189.0,-322.0,185.0,-184.0,34.0,92.0,-93.0,123.0,115.0,-118.0,-152.0,69.0,42.0,169.0,213.0,-40.0,-165.0,61.0,-53.0
-269.0,94.0,321.0,-44.0,82.0,-248.0,312.0,678.0,-732.0,867.0,66.0,-314.0,191.0,-106.0,1125.0,217.0,220.0,-51.0,76.0,-950.0,574.0,-71.0,-19.0,23.0,-888.0
4.0,-13.0,35.0,1.0,25.0,-5.0,56.0,30.0,-5.0,48.0,-1.0,42.0,23.0,-16.0,12.0,37.0,54.0,19.0,38.0,48.0,29.0,54.0,-10.0,25.0,51.0
-34.0,-28.0,-25.0,-69.0,-81.0,-84.0,-26.0,-46.0,-66.0,-69.0,-58.0,-25.0,7.0,-58.0,-63.0,5.0,-66.0,-58.0,-52.0,-95.0,-67.0,-42.0,-30.0,-46.0,-27.0
44.0,-77.0,-491.0,-358.0,87.0,20.0,114.0,299.0,-204.0,-92.0,-224.0,-293.0,219.0,-336.0,-409.0,268.0,-3.0,149.0,365.0,7.0,19.0,-308.0,-189.0,-61.0,98.0
-64.0,-91.0,92.0,-98.0,-47.0,-63.0,-9.0,-32.0,41.0,88.0,-106.0,-27.0,32.0,80.0,21.0,22.0,86.0,-55.0,21.0,-16.0,-31.0,-16.0,-110.0,-7.0,54.0
-14.0,-18.0,11.0,10.0,3.0,-2.0,-6.0,17.0,17.0,-61.0,4.0,-67.0,-23.0,36.0,-27.0,-25.0,-69.0,0.0,-74.0,-1.0,0.0,-4.0,-6.0,18.0,-62.0
-1.0,45.0,-95.0,266.0,46.0,-97.0,-8.0,100.0,2.0,-98.0,130.0,-119.0,54.0,9.0,-154.0,10.0,-96.0,17.0,-137.0,-227.0,-159.0,15.0,112.0,619.0,-131.0
-52.0,-21.0,-1.0,-14.0,-13.0,-41.0,-79.0,-79.0,-43.0,-109.0,-32.0,-38.0,-99.0,-47.0,-30.0,-102.0,-111.0,-69.0,-20.0,-11.0,-19.0,-13.0,-16.0,-67.0,-75.0
-3.0,21.0,46.0,-56.0,-54.0,5.0,5.0,-1.0,-35.0,50.0,-53.0,14.0,50.0,-48.0,5.0,36.0,48.0,38.0,6.0,-23.0,29.0,-23.0,-8.0,-59.0,14.0
-64.0,10.0,-9.0,-19.0,29.0,8.0,-78.0,-98.0,8.0,7.0,-45.0,-2.0,3.0,-9.0,-33.0,-17.0,48.0,41.0,-65.0,-51.0,-35.0,-59.0,-31.0,-21.0,62.0
-26.0,45.0,61.0,7.0,-43.0,-38.0,41.0,45.0,-21.0,-13.0,27.0,42.0,61.0,-34.0,-49.0,63.0,-4.0,8.0,0.0,9.0,13.0,23.0,21.0,29.0,-43.0
273.0,41.0,4.0,-10.0,-101.0,9.0,-50.0,183.0,-30.0,-74.0,-46.0,124.0,12.0,50.0,63.0,15.0,-57.0,287.0,81.0,-46.0,65.0,12.0,-45.0,19.0,71.0
-42.0,-47.0,43.0,-53.0,98.0,16.0,-23.0,40.0,24.0,27.0,-41.0,13.0,29.0,31.0,13.0,-11.0,20.0,-4.0,13.0,-50.0,-17.0,15.0,-19.0,-52.0,30.0
42.0,-29.0,-33.0,-8.0,-9.0,-84.0,-2.0,-25.0,-119.0,28.0,-23.0,13.0,-19.0,-134.0,65.0,-16.0,46.0,29.0,18.0,26.0,-1.0,-39.0,-36.0,-35.0,38.0
7.0,32.0,-15.0,31.0,-10.0,40.0,63.0,90.0,-22.0,47.0,-23.0,-59.0,88.0,-53.0,-58.0,65.0,35.0,-76.0,23.0,-5.0,-3.0,-39.0,74.0,31.0,60.0
-12.0,40.0,-31.0,83.0,-53.0,-5.0,-53.0,-36.0,6.0,-1.0,81.0,-91.0,-33.0,25.0,32.0,-30.0,1.0,27.0,-45.0,64.0,76.0,-31.0,64.0,-3.0,16.0
-42.0,-2.0,70.0,-15.0,-55.0,-31.0,18.0,11.0,63.0,29.0,-2.0,-7.0,-1.0,-36.0,-75.0,-5.0,29.0,-43.0,3.0,-18.0,-19.0,101.0,-16.0,50.0,78.0
0.0,-9.0,64.0,30.0,23.0,2.0,21.0,25.0,17.0,0.0,22.0,23.0,43.0,40.0,-15.0,42.0,-3.0,-6.0,-14.0,11.0,47.0,43.0,16.0,36.0,-3.0
-286.0,214.0,97.0,-256.0,-376.0,830.0,-747.0,263.0,-1002.0,9.0,-450.0,444.0,464.0,-534.0,269.0,-418.0,782.0,-242.0,-315.0,119.0,1001.0,-1089.0,357.0,94.0,-205.0
6.0,36.0,-80.0,-148.0,118.0,-106.0,-1.0,18.0,108.0,-40.0,-198.0,-22.0,-176.0,146.0,96.0,-170.0,-76.0,-16.0,-2.0,-155.0,-64.0,-100.0,40.0,67.0,-103.0
-51.0,-56.0,-19.0,-5.0,-16.0,-24.0,-12.0,-24.0,-53.0,-22.0,-4.0,-53.0,-19.0,-67.0,-27.0,-1.0,-21.0,-35.0,-28.0,28.0,39.0,6.0,-41.0,-25.0,-16.0
-27.0,5.0,34.0,87.0,79.0,-77.0,102.0,68.0,-69.0,22.0,81.0,76.0,49.0,-21.0,-3.0,52.0,20.0,37.0,64.0,-2.0,-55.0,124.0,9.0,51.0,19.0
72.0,-26.0,-37.0,-89.0,-30.0,32.0,-12.0,3.0,-20.0,-35.0,-38.0,26.0,-5.0,-14.0,-18.0,-2.0,-14.0,-31.0,88.0,17.0,-24.0,27.0,-49.0,41.0,55.0
14.0,20.0,28.0,-24.0,-17.0,-41.0,-43.0,22.0,-55.0,22.0,-6.0,29.0,-17.0,-57.0,-3.0,-26.0,10.0,-15.0,-3.0,-17.0,-47.0,-8.0,19.0,-19.0,-13.0
4.0,19.0,-84.0,17.0,-30.0,1.0,-16.0,10.0,3.0,26.0,-40.0,-40.0,-61.0,40.0,58.0,-31.0,8.0,-20.0,92.0,-22.0,10.0,-30.0,35.0,-8.0,41.0
-7.0,25.0,68.0,-50.0,60.0,51.0,14.0,-20.0,-65.0,-50.0,-77.0,-62.0,37.0,1.0,-42.0,44.0,-55.0,6.0,-115.0,4.0,25.0,-70.0,-14.0,-32.0,-90.0
-11.0,11.0,-50.0,31.0,10.0,-10.0,-15.0,-34.0,-10.0,9.0,24.0,-48.0,12.0,-2.0,-26.0,18.0,-24.0,-61.0,-38.0,-1.0,-22.0,-19.0,-2.0,-16.0,-35.0
193.0,-27.0,-17.0,-63.0,-106.0,-23.0,-105.0,65.0,-83.0,-61.0,-63.0,33.0,-57.0,-47.0,-81.0,-88.0,-7.0,217.0,54.0,-37.0,31.0,23.0,17.0,-31.0,76.0
-1006.0,-576.0,14.0,552.0,519.0,485.0,337.0,-271.0,318.0,320.0,180.0,558.0,291.0,125.0,364.0,306.0,160.0,647.0,495.0,371.0,375.0,341.0,32.0,169.0,49.0
-80.0,10.0,-165.0,41.0,-19.0,-36.0,-141.0,-170.0,-5.0,-42.0,43.0,-76.0,-109.0,8.0,98.0,-116.0,-43.0,-86.0,-61.0,50.0,32.0,-85.0,31.0,-106.0,-42.0
58.0,-8.0,-36.0,-30.0,13.0,-19.0,36.0,41.0,-26.0,43.0,-55.0,21.0,32.0,-14.0,61.0,30.0,38.0,30.0,13.0,-56.0,-128.0,69.0,-19.0,-11.0,41.0
99.0,-11.0,62.0,-51.0,91.0,-8.0,8.0,121.0,21.0,48.0,-65.0,164.0,95.0,97.0,-16.0,71.0,52.0,136.0,135.0,-20.0,-33.0,58.0,-55.0,58.0,118.0
-40.0,-28.0,35.0,6.0,-56.0,-103.0,-73.0,0.0,-28.0,-2.0,71.0,33.0,-56.0,-36.0,-43.0,-57.0,-38.0,-22.0,-18.0,92.0,59.0,-17.0,-12.0,28.0,-74.0
1.0,14.0,-5.0,35.0,-40.0,34.0,-20.0,4.0,40.0,-7.0,67.0,4.0,14.0,14.0,-17.0,6.0,6.0,-24.0,31.0,13.0,22.0,4.0,12.0,6.0,30.0
-53.0,94.0,-31.0,-66.0,-4.0,-73.0,12.0,110.0,65.0,113.0,-15.0,-203.0,-42.0,112.0,56.0,-47.0,-31.0,30.0,125.0,6.0,-2.0,-63.0,37.0,9.0,-291.0
31.0,20.0,-20.0,17.0,-22.0,-5.0,-61.0,-2.0,-5.0,-25.0,31.0,-15.0,-10.0,18.0,-16.0,-31.0,-33.0,-16.0,-10.0,-14.0,23.0,-34.0,37.0,-10.0,-36.0
